Other crime: England, Barking and Dagenham London Boro, Barking, Barking and Dagenham, London, Redbridge London Boro, Redbridge, Ilford South, IG118TG, Y53Q36, Abbey, On or near Cranleigh Gardens
Anti-social behaviour: England, Yorkshire and the Humber, West Yorkshire, Bradford District, Bradford East, BD2 2LQ, Y51Q32, Eccleshill, On or near Acre Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Welborn Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SR, Y51Q32, Hull Road, On or near Hewley Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Etty Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103ST, Y51Q32, Hull Road, On or near Rawdon Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Welborn Close
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103ST, Y51Q32, Hull Road, On or near Rawdon Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Welborn Close
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SR, Y51Q32, Hull Road, On or near Hewley Avenue
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TT, Y51Q32, Hull Road, On or near Allen Close
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Etty Avenue
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SR, Y51Q32, Hull Road, On or near Hewley Avenue
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO310YB, Y51Q32, Heworth, On or near Derwent Avenue
Public order: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Etty Avenue
Public order: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO310YB, Y51Q32, Heworth, On or near Derwent Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO310YB, Y51Q32, Heworth, On or near Derwent Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103ST, Y51Q32, Hull Road, On or near Rawdon Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Etty Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TT, Y51Q32, Hull Road, On or near Allen Close
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Etty Avenue
Other crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TE, Y51Q32, Hull Road, On or near Etty Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103EL, Y51Q32, Hull Road, On or near Bull Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103YZ, Y51Q32, Guildhall, On or near Emily Mews
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103BW, Y51Q32, Fishergate, On or near Granville Terrace
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103UF, Y51Q32, Hull Road, On or near Abbotsford Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103EN, Y51Q32, Hull Road, On or near Olympian Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103UL, Y51Q32, Hull Road, On or near Beckside Gardens
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TY, Y51Q32, Hull Road, On or near Millfield Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103EL, Y51Q32, Hull Road, On or near Bull Lane
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103DY, Y51Q32, Hull Road, On or near Nicholas Street
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103DH, Y51Q32, Hull Road, On or near Chaucer Street
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103DY, Y51Q32, Hull Road, On or near Nicholas Street
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103DY, Y51Q32, Hull Road, On or near Nicholas Street
Public order: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SU, Y51Q32, Hull Road, On or near Melrosegate
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103WW, Y51Q32, Guildhall, On or near Hilda Street
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103EL, Y51Q32, Hull Road, On or near Bull Lane
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103EL, Y51Q32, Hull Road, On or near Bull Lane
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103BW, Y51Q32, Fishergate, On or near Granville Terrace
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SA, Y51Q32, Hull Road, On or near Grasmere Drive
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AW, Y51Q32, Hull Road, On or near Waynefleet Grove
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TR, Y51Q32, Hull Road, On or near St Hilda'S Mews
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AL, Y51Q32, Hull Road, On or near Lilac Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO310TJ, Y51Q32, Heworth, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SA, Y51Q32, Hull Road, On or near Grasmere Drive
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO310TJ, Y51Q32, Heworth, On or near Supermarket
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TN, Y51Q32, Hull Road, On or near Flaxman Avenue
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TN, Y51Q32, Hull Road, On or near Flaxman Avenue
Public order: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AL, Y51Q32, Hull Road, On or near Lilac Avenue
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO310TJ, Y51Q32, Heworth, On or near Supermarket
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TR, Y51Q32, Hull Road, On or near St Hilda'S Mews
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AL, Y51Q32, Hull Road, On or near Lilac Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AL, Y51Q32, Hull Road, On or near Lilac Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TN, Y51Q32, Hull Road, On or near Flaxman Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103TN, Y51Q32, Hull Road, On or near Flaxman Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103SA, Y51Q32, Hull Road, On or near Grasmere Drive
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HB, Y51Q32, Hull Road, On or near Barstow Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HD, Y51Q32, Fishergate, On or near Green Dykes Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AB, Y51Q32, Hull Road, On or near Heathfield Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103LX, Y51Q32, Hull Road, On or near Norman Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103JS, Y51Q32, Hull Road, On or near Cycle Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HB, Y51Q32, Hull Road, On or near Barstow Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103LX, Y51Q32, Hull Road, On or near Norman Street
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103LX, Y51Q32, Hull Road, On or near Norman Street
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103LX, Y51Q32, Hull Road, On or near Thief Lane
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AB, Y51Q32, Hull Road, On or near Heathfield Road
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103HY, Y51Q32, Hull Road, On or near Lamel Street
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AE, Y51Q32, Hull Road, On or near Owston Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103AE, Y51Q32, Hull Road, On or near Owston Avenue
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO103LX, Y51Q32, Hull Road, On or near Norman Street
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264UW, Y51Q32, Holgate, On or near Poplar Street
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264QS, Y51Q32, Holgate, On or near Hillary Garth
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265HP, Y51Q32, Holgate, On or near Sowerby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264RW, Y51Q32, Holgate, On or near Bouthwaite Drive
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LU, Y51Q32, Holgate, On or near Hebdon Rise
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265RT, Y51Q32, Holgate, On or near Boroughbridge Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265RT, Y51Q32, Holgate, On or near Boroughbridge Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265RT, Y51Q32, Holgate, On or near Boroughbridge Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265HP, Y51Q32, Holgate, On or near Sowerby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265SB, Y51Q32, Holgate, On or near Pately Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265RT, Y51Q32, Holgate, On or near Boroughbridge Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265SB, Y51Q32, Holgate, On or near Pately Place
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265HP, Y51Q32, Holgate, On or near Sowerby Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264TF, Y51Q32, Holgate, On or near Burnsall Drive
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264RN, Y51Q32, Holgate, On or near Sowerby Road
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264RN, Y51Q32, Holgate, On or near Sowerby Road
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265RT, Y51Q32, Holgate, On or near Boroughbridge Road
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264RN, Y51Q32, Holgate, On or near Sowerby Road
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264TH, Y51Q32, Holgate, On or near Birstwith Drive
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265HP, Y51Q32, Holgate, On or near Sowerby Road
Robbery: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265RT, Y51Q32, Holgate, On or near Boroughbridge Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264TH, Y51Q32, Holgate, On or near Birstwith Drive
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265SD, Y51Q32, Holgate, On or near Lindsey Avenue
Other crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264TH, Y51Q32, Holgate, On or near Birstwith Drive
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244NS, Y51Q32, Holgate, On or near New Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244EW, Y51Q32, Holgate, On or near Falconer Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244EW, Y51Q32, Holgate, On or near Falconer Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244NU, Y51Q32, Holgate, On or near Barrett Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244NS, Y51Q32, Holgate, On or near New Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264UA, Y51Q32, Holgate, On or near Poppleton Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264UA, Y51Q32, Holgate, On or near Tisbury Road
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244EP, Y51Q32, Holgate, On or near Murray Street
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244JE, Y51Q32, Holgate, On or near Park Lane
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264UA, Y51Q32, Holgate, On or near Poppleton Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244PF, Y51Q32, Holgate, On or near Nursery Drive
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244HJ, Y51Q32, Westfield, On or near Hamilton Drive West
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LU, Y51Q32, Holgate, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264LT, Y51Q32, Holgate, On or near Police Station
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244PE, Y51Q32, Holgate, On or near Hamilton Drive
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264LR, Y51Q32, Holgate, On or near Monument Close
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264LR, Y51Q32, Holgate, On or near Monument Close
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244HA, Y51Q32, Holgate, On or near Firtree Close
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244PJ, Y51Q32, Westfield, On or near Lady Hamilton Gardens
Drugs: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264LR, Y51Q32, Holgate, On or near Monument Close
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244HT, Y51Q32, Holgate, On or near Braeside Gardens
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LU, Y51Q32, Holgate, On or near Supermarket
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264LR, Y51Q32, Holgate, On or near Monument Close
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244PE, Y51Q32, Holgate, On or near James Backhouse Place
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244EU, Y51Q32, Holgate, On or near West Bank
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LN, Y51Q32, Westfield, On or near School Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243DJ, Y51Q32, Westfield, On or near Green Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243DW, Y51Q32, Westfield, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243DW, Y51Q32, Westfield, On or near Parking Area
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Street
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Street
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LZ, Y51Q32, Holgate, On or near York Road
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243DW, Y51Q32, Westfield, On or near Parking Area
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243DW, Y51Q32, Westfield, On or near Parking Area
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Mews
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LZ, Y51Q32, Holgate, On or near York Road
Public order: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LT, Y51Q32, Westfield, On or near Milner Street
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Street
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Mews
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Street
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243DA, Y51Q32, Westfield, On or near Harold Court
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LH, Y51Q32, Acomb, On or near Cross Street
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BJ, Y51Q32, Westfield, On or near Beaconsfield Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243FY, Y51Q32, Westfield, On or near Gale Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AY, Y51Q32, Westfield, On or near Tudor Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AY, Y51Q32, Westfield, On or near Tudor Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AF, Y51Q32, Westfield, On or near Danesfort Avenue
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243FY, Y51Q32, Westfield, On or near Gale Lane
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AY, Y51Q32, Westfield, On or near Tudor Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244NR, Y51Q32, Westfield, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AF, Y51Q32, Westfield, On or near Danesfort Avenue
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AF, Y51Q32, Westfield, On or near Danesfort Avenue
Burglary: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO265LR, Y51Q32, Westfield, On or near St Stephens Mews
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HT, Y51Q32, Westfield, On or near Bachelor Hill
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243HT, Y51Q32, Westfield, On or near Bachelor Hill
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AT, Y51Q32, Westfield, On or near Danesfort Avenue
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BT, Y51Q32, Westfield, On or near Front Street
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244NR, Y51Q32, Westfield, On or near Supermarket
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243FY, Y51Q32, Westfield, On or near Gale Lane
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Shoplifting: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BT, Y51Q32, Westfield, On or near Front Street
Theft from the person: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243BT, Y51Q32, Westfield, On or near Front Street
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AS, Y51Q32, Westfield, On or near Middleton Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO243AZ, Y51Q32, Westfield, On or near Stuart Road
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264YR, Y51Q32, Holgate, On or near Balfour Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XS, Y51Q32, Holgate, On or near Brunel Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XS, Y51Q32, Holgate, On or near Brunel Court
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264YP, Y51Q32, Holgate, On or near Rosebery Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264YP, Y51Q32, Holgate, On or near Rosebery Street
Bicycle theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264YN, Y51Q32, Holgate, On or near Salisbury Terrace
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264YY, Y51Q32, Holgate, On or near Stephenson Way
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XX, Y51Q32, Holgate, On or near Upper Hanover Street
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264YF, Y51Q32, Holgate, On or near Kingsland Terrace
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XY, Y51Q32, Holgate, On or near Bismarck Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XN, Y51Q32, Holgate, On or near Hardisty Mews
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XN, Y51Q32, Holgate, On or near Hardisty Mews
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244EH, Y51Q32, Holgate, On or near Wilton Rise
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244LF, Y51Q32, Holgate, On or near Holgate Road
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244BT, Y51Q32, Holgate, On or near Cleveland Street
Criminal damage and arson: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244BJ, Y51Q32, Holgate, On or near St Pauls Mews
Other theft: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244BS, Y51Q32, Holgate, On or near Upper St Paul'S Terrace
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244EH, Y51Q32, Holgate, On or near Wilton Rise
Vehicle crime: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO244BE, Y51Q32, Holgate, On or near Watson Terrace
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XN, Y51Q32, Holgate, On or near Martins Court
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264XN, Y51Q32, Holgate, On or near Martins Court
Violence and sexual offences: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO264ZN, Y51Q32, Holgate, On or near Phoenix Boulevard
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231NJ, Y51Q32, Micklegate, On or near Scott Street
Anti-social behaviour: England, Yorkshire and the Humber, York, York, York Outer, York Central, York Outer, YO231DP, Y51Q32, Micklegate, On or near South Bank Avenue
