Anti-social behaviour: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Other theft: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Anti-social behaviour: Wales, Aberconwy, Conwy - Conwy, Conwy, Wales, LL301PN, W00Q99, Tudno, On or near Queensway
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL402AB, W00Q99, Dolgellau - Gogledd, On or near Petrol Station
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL402AB, W00Q99, Dolgellau - Gogledd, On or near Petrol Station
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401SF, W00Q99, Dolgellau - Gogledd, On or near Fford Cader Idris
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401PY, W00Q99, Dolgellau - Gogledd, On or near Wtra Plas Coch
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401SF, W00Q99, Dolgellau - Gogledd, On or near Fford Cader Idris
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401PY, W00Q99, Dolgellau - Gogledd, On or near Wtra Plas Coch
Bicycle theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401PY, W00Q99, Dolgellau - Gogledd, On or near Wtra Plas Coch
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401RH, W00Q99, Dolgellau - De, On or near Springfield Street
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401PE, W00Q99, Dolgellau - De, On or near Cae Idris
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401HR, W00Q99, Dolgellau - Gogledd, On or near Pont Yr Arran
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL401PU, W00Q99, Dolgellau - Gogledd, On or near Smithfield Square
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL382AX, W00Q99, Llangelynnin, On or near Marina Avenue
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369SL, W00Q99, Llangelynnin, On or near Parking Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL372JS, W00Q99, Llangelynnin, On or near Parking Area
Possession of weapons: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369SB, W00Q99, Llangelynnin, On or near A493
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369SB, W00Q99, Llangelynnin, On or near A493
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL382AX, W00Q99, Llangelynnin, On or near Marina Avenue
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369SB, W00Q99, Llangelynnin, On or near A493
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL382LX, W00Q99, Llangelynnin, On or near Talbot Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369LA, W00Q99, Tywyn, On or near Parking Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL360TB, W00Q99, Tywyn, On or near Ffordd Dyfed
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369LA, W00Q99, Tywyn, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL360TB, W00Q99, Tywyn, On or near Ffordd Dyfed
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369AH, W00Q99, Tywyn, On or near High Street
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369BY, W00Q99, Tywyn, On or near National Street
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369AG, W00Q99, Tywyn, On or near Supermarket
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL360AA, W00Q99, Tywyn, On or near Bryn Y Mor
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369AG, W00Q99, Tywyn, On or near Supermarket
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369AG, W00Q99, Tywyn, On or near Petrol Station
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369AB, W00Q99, Tywyn, On or near Cambrian Square
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369BG, W00Q99, Tywyn, On or near Station Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, Sir Ceredigion - Ceredigion, Ceredigion, LL350ET, W00Q99, Aberdyfi, On or near Church Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369NU, W00Q99, Bryn-crug/Llanfihangel, On or near A493
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, Sir Ceredigion - Ceredigion, Ceredigion, LL350HA, W00Q99, Aberdyfi, On or near New Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, Sir Ceredigion - Ceredigion, Ceredigion, LL350HD, W00Q99, Aberdyfi, On or near Prospect Place
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369YG, W00Q99, Bryn-crug/Llanfihangel, On or near Parking Area
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369NS, W00Q99, Bryn-crug/Llanfihangel, On or near Groesffordd
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369YT, W00Q99, Bryn-crug/Llanfihangel, On or near Llanegryn Street
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, Sir Ceredigion - Ceredigion, Ceredigion, LL350EA, W00Q99, Aberdyfi, On or near Parking Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, Sir Ceredigion - Ceredigion, Ceredigion, On or near Parking Area
Vehicle crime: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369PB, W00Q99, Bryn-crug/Llanfihangel, On or near Sports/Recreation Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL369NY, W00Q99, Bryn-crug/Llanfihangel, On or near Dolithel
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689EU, W00Q99, Porth Amlwch, On or near Awelfryn
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AS, W00Q99, Porth Amlwch, On or near Stryd Mona
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689BT, W00Q99, Porth Amlwch, On or near Maes Salem
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689ER, W00Q99, Porth Amlwch, On or near Madyn Dysw
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DP, W00Q99, Porth Amlwch, On or near Quay Street
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DN, W00Q99, Porth Amlwch, On or near Craig Y Don
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AR, W00Q99, Porth Amlwch, On or near Parking Area
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DT, W00Q99, Porth Amlwch, On or near Bonc- Yr- Oden
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AH, W00Q99, Porth Amlwch, On or near Amlwch Police Station
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AH, W00Q99, Porth Amlwch, On or near Amlwch Police Station
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689EU, W00Q99, Porth Amlwch, On or near Awelfryn
Burglary: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AL, W00Q99, Porth Amlwch, On or near Glan-Yr-Afon
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL688AB, W00Q99, Porth Amlwch, On or near Sports/Recreation Area
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL688AB, W00Q99, Porth Amlwch, On or near Sports/Recreation Area
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689EU, W00Q99, Porth Amlwch, On or near Awelfryn
Drugs: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DT, W00Q99, Porth Amlwch, On or near Bonc- Yr- Oden
Drugs: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AN, W00Q99, Porth Amlwch, On or near Sgwar Dinorben
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AH, W00Q99, Porth Amlwch, On or near Amlwch Police Station
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689EL, W00Q99, Porth Amlwch, On or near Lon Goch
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AN, W00Q99, Porth Amlwch, On or near Petrol Station
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DN, W00Q99, Porth Amlwch, On or near Craig Y Don
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689HD, W00Q99, Porth Amlwch, On or near Well Street
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL688AB, W00Q99, Porth Amlwch, On or near Sports/Recreation Area
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DP, W00Q99, Porth Amlwch, On or near Quay Street
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AR, W00Q99, Porth Amlwch, On or near Parking Area
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689EU, W00Q99, Porth Amlwch, On or near Gorwel
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DN, W00Q99, Porth Amlwch, On or near Craig Y Don
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DN, W00Q99, Porth Amlwch, On or near Craig Y Don
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AH, W00Q99, Porth Amlwch, On or near Amlwch Police Station
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DP, W00Q99, Porth Amlwch, On or near Quay Street
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AN, W00Q99, Porth Amlwch, On or near Petrol Station
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689DN, W00Q99, Porth Amlwch, On or near Stryd Y Glorian
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AN, W00Q99, Porth Amlwch, On or near Petrol Station
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689AN, W00Q99, Porth Amlwch, On or near Parking Area
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689BG, W00Q99, Amlwch Wledig, On or near Maesllwyn
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689RP, W00Q99, Amlwch Wledig, On or near Ffordd Burwen
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689TA, W00Q99, Amlwch Wledig, On or near A5025
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689EG, W00Q99, Amlwch Wledig, On or near Y Lincs
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689RP, W00Q99, Amlwch Wledig, On or near Ffordd Burwen
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL670EW, W00Q99, Llanbadrig, On or near Bridge Street
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL670ND, W00Q99, Llanbadrig, On or near Castellor
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL717BD, W00Q99, Llannerch-y-medd, On or near Bridge Street
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL717BB, W00Q99, Llannerch-y-medd, On or near Holyhead Road
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL718EH, W00Q99, Llannerch-y-medd, On or near B5111
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL654TH, W00Q99, Llannerch-y-medd, On or near Park/Open Space
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL680SJ, W00Q99, Mechell, On or near Pen Y Bont
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL680SA, W00Q99, Mechell, On or near Nant Y Mynydd
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL748SN, W00Q99, Brynteg, On or near Petrol Station
Burglary: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL748RD, W00Q99, Brynteg, On or near Garreglwyd
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL748RS, W00Q99, Brynteg, On or near Cherry Tree Close
Shoplifting: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL748TQ, W00Q99, Brynteg, On or near Bryn Siriol
Vehicle crime: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL748TJ, W00Q99, Brynteg, On or near Ffordd Bangor
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL748TQ, W00Q99, Brynteg, On or near Bryn Siriol
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL777SS, W00Q99, Llanddyfnan, On or near Maes Gwyn
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL738NY, W00Q99, Llanddyfnan, On or near B5110
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL787JJ, W00Q99, Llanddyfnan, On or near Lon Bryn Mair
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL738PN, W00Q99, Llanddyfnan, On or near Parking Area
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689LT, W00Q99, Llaneilian, On or near Parking Area
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689UD, W00Q99, Llaneilian, On or near Tai Lon Newydd
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689UD, W00Q99, Llaneilian, On or near Tai Lon Newydd
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL689UD, W00Q99, Llaneilian, On or near Stad Alaw
Burglary: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL660AB, W00Q99, Llaneilian, On or near Bro Dawel
Criminal damage and arson: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL718AG, W00Q99, Llaneilian, On or near Lon Leidr
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL699YR, W00Q99, Llaneilian, On or near Tyn Rhos
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL699UF, W00Q99, Llaneilian, On or near Park/Open Space
Violence and sexual offences: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL699YY, W00Q99, Llaneilian, On or near A5025
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL709DZ, W00Q99, Moelfre, On or near Petrol Station
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL709DZ, W00Q99, Moelfre, On or near Petrol Station
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL728LT, W00Q99, Moelfre, On or near Parking Area
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL709PZ, W00Q99, Moelfre, On or near A5025
Anti-social behaviour: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL709PZ, W00Q99, Moelfre, On or near A5025
Other theft: Wales, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Anglesey, LL709DZ, W00Q99, Moelfre, On or near Petrol Station
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, On or near Tower Gardens
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, On or near Parking Area
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651ND, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651ND, W00Q99, Tref Caergybi, On or near Williams Street
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TY, W00Q99, Tref Caergybi, On or near Station Street
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RD, W00Q99, Porthyfelin, On or near Cambria Street
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NL, W00Q99, Maeshyfryd, On or near British Terrace
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651PP, W00Q99, Porthyfelin, On or near Parking Area
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, On or near Tower Gardens
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651SH, W00Q99, Tref Caergybi, On or near Longford Terrace
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, On or near Tower Gardens
Anti-social behaviour: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RA, W00Q99, Tref Caergybi, On or near Upper Baptist Street
Bicycle theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TL, W00Q99, Maeshyfryd, On or near Ucheldre Avenue
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, On or near Stanley Street
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, On or near Supermarket
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RS, W00Q99, Tref Caergybi, On or near Thomas Street
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, On or near Victoria Road
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TS, W00Q99, Tref Caergybi, On or near Lhassa Street
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651SN, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651SN, W00Q99, Tref Caergybi, On or near Further/Higher Educational Building
Burglary: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TY, W00Q99, Tref Caergybi, On or near Station Street
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TR, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TR, W00Q99, Tref Caergybi, On or near Victoria Terrace
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, On or near Stanley Street
Criminal damage and arson: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NG, W00Q99, Porthyfelin, On or near Stanley Street
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NL, W00Q99, Maeshyfryd, On or near British Terrace
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TS, W00Q99, Tref Caergybi, On or near Lhassa Street
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HH, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651HH, W00Q99, Tref Caergybi, On or near Parking Area
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TY, W00Q99, Tref Caergybi, On or near Station Street
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TY, W00Q99, Tref Caergybi, On or near Station Street
Other theft: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TR, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TR, W00Q99, Tref Caergybi, On or near Victoria Terrace
Public order: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL652AU, W00Q99, Tref Caergybi, On or near Holborn Place
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, On or near Supermarket
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651RN, W00Q99, Tref Caergybi, On or near Supermarket
Shoplifting: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TR, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651TR, W00Q99, Tref Caergybi, On or near Victoria Terrace
Vehicle crime: Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, Wales, Wales, Anglesey, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, LL651NE, W00Q99, Tref Caergybi, On or near Tower Gardens
